Estrada-Bradshaw,2021,60+,1
Estrada-Byrd,2020,12-17,1
Estrada-Chang,2021,60+,1
Estrada-Clay,2022,46-60,1
Estrada-Cortez,2020,60+,1
Estrada-Estes,2022,60+,1
Estrada-Everett,2020,46-60,1
Estrada-Gonzalez,2021,26-35,1
Estrada-Hardin,2020,46-60,1
Estrada-Huang,2022,60+,1
Estrada-Jenkins,2021,60+,1
Estrada-Jimenez,2021,60+,1
Estrada-Keller,2021,60+,2
Estrada-Lawson,2020,26-35,1
Estrada-Little,2020,60+,1
Estrada-Mann,2021,60+,1
Estrada-Mckinney,2021,60+,1
Estrada-Murillo,2020,60+,1
Estrada-Murillo,2022,12-17,1
Estrada-Odonnell,2022,60+,1
Estrada-Parker,2020,60+,1
Estrada-Rivas,2020,60+,1
Estrada-Serrano,2021,60+,1
Estrada-Sharp,2021,60+,1
Estrada-Sims,2020,60+,1
Estrada-Wells,2021,36-45,1
Estrada-Wilkerson,2021,26-35,1
Estrada-Woodard,2021,26-35,1
Estrada-Zhang,2021,36-45,1
Estrada-Zuniga,2021,60+,1
Evans Baldwin and Branch,2022,36-45,1
Evans Berg and Alvarez,2022,36-45,1
Evans Carlson and Gross,2020,60+,1
Evans Cordova and Fisher,2021,46-60,1
Evans Daniel and Johns,2021,46-60,1
Evans Elliott and Larsen,2020,60+,1
Evans Gomez and Simpson,2021,60+,1
Evans Gould and Daniels,2020,18-25,1
Evans Gould and Mayo,2021,60+,1
Evans Group,2020,60+,2
Evans Group,2021,60+,1
Evans Hansen and Davis,2021,60+,1
Evans Horn and Sanchez,2021,12-17,1
Evans Huang and Whitaker,2020,26-35,1
Evans Inc,2020,26-35,2
Evans Inc,2021,60+,1
Evans LLC,2020,46-60,3
Evans LLC,2021,46-60,1
Evans Lee and Shaffer,2021,46-60,1
Evans Lowery and Cross,2020,60+,1
Evans Ltd,2020,26-35,1
Evans Ltd,2022,60+,2
Evans Mcintyre and Francis,2020,36-45,1
Evans Medina and Pierce,2021,60+,1
Evans Meyer and Browning,2020,60+,1
Evans Newman and Mathis,2020,12-17,1
Evans Oneal and Chandler,2020,60+,2
Evans PLC,2020,60+,2
Evans Schultz and Castillo,2021,26-35,1
Evans Sullivan and Kelly,2021,60+,1
Evans Terrell and Mcdowell,2020,60+,2
Evans Trevino and Phelps,2020,26-35,1
Evans Vazquez and Sanchez,2020,12-17,1
Evans Waller and Mckenzie,2020,60+,1
Evans Whitehead and Rodriguez,2020,46-60,1
Evans Wolfe and Greer,2021,60+,1
Evans and Sons,2021,60+,2
Evans-Barrett,2022,12-17,1
Evans-Benson,2020,36-45,1
Evans-Bradley,2020,60+,1
Evans-Clarke,2021,60+,1
Evans-Cook,2021,46-60,1
Evans-Cortez,2021,46-60,1
Evans-Davila,2020,18-25,1
Evans-Dodson,2022,36-45,1
Evans-Ellis,2022,60+,1
Evans-Erickson,2021,60+,1
Evans-Flores,2020,18-25,1
Evans-Gallagher,2022,26-35,1
Evans-Gonzalez,2021,60+,2
Evans-Haney,2020,26-35,1
Evans-Herring,2020,60+,1
Evans-Hicks,2021,26-35,1
Evans-Lucero,2021,60+,1
Evans-Lyons,2020,18-25,1
Evans-Mccall,2021,60+,1
Evans-Miller,2020,36-45,1
Evans-Montgomery,2020,36-45,1
Evans-Moody,2021,60+,1
Evans-Munoz,2021,26-35,1
Evans-Ortega,2022,60+,2
Evans-Parsons,2020,60+,1
Evans-Perry,2020,46-60,1
Evans-Pineda,2021,46-60,1
Evans-Romero,2021,60+,1
Evans-Salinas,2021,60+,1
Evans-Snow,2021,26-35,1
Evans-Summers,2020,60+,1
Evans-Sutton,2021,36-45,1
Evans-Villa,2020,60+,1
Evans-Whitaker,2021,36-45,1
Evans-Woods,2021,26-35,1
Everett Allison and Malone,2020,46-60,1
Everett Boone and Owens,2022,12-17,1
Everett Brady and Armstrong,2021,60+,1
Everett Brown and Palmer,2022,26-35,1
Everett Bryant and Houston,2021,12-17,1
Everett Campbell and Hill,2022,26-35,1
Everett Carson and Foster,2021,60+,1
Everett Clark and Montgomery,2021,60+,1
Everett Colon and Nash,2021,46-60,1
Everett Griffith and Weaver,2020,60+,1
Everett Group,2020,60+,4
Everett Group,2021,60+,1
Everett Group,2022,60+,1
Everett Hart and Scott,2020,60+,1
Everett Holloway and Underwood,2022,26-35,1
Everett Holt and Swanson,2021,18-25,1
Everett Howe and Guerra,2021,60+,1
Everett Hudson and Herman,2021,36-45,1
Everett Inc,2021,12-17,1
Everett Inc,2022,36-45,1
Everett Kelley and Lindsey,2022,18-25,1
Everett Kidd and Lewis,2021,36-45,1
Everett LLC,2020,36-45,1
Everett LLC,2022,36-45,1
Everett Ltd,2020,36-45,1
Everett Ltd,2021,46-60,1
Everett Ltd,2022,12-17,1
Everett Lutz and Zavala,2022,60+,1
Everett Mayo and Ferguson,2021,46-60,1
Everett Mays and Crawford,2021,36-45,1
Everett Mckinney and Thomas,2022,18-25,1
Everett Mills and Bautista,2020,60+,1
Everett Morse and Hale,2020,60+,1
Everett Noble and Oneal,2022,60+,1
Everett Orr and Lane,2022,60+,1
Everett PLC,2020,60+,2
Everett PLC,2021,60+,2
Everett PLC,2022,12-17,1
Everett Pollard and Oliver,2020,60+,2
Everett Pruitt and Roberson,2021,12-17,1
Everett Quinn and Rosales,2022,26-35,1
Everett Rose and Castaneda,2022,60+,1
Everett Wade and Richards,2021,36-45,1
Everett Wallace and Robinson,2020,60+,1
Everett Wilkinson and Marsh,2021,60+,1
Everett and Sons,2020,18-25,1
Everett and Sons,2021,60+,1
Everett and Sons,2022,60+,2
Everett-Andrews,2021,60+,1
Everett-Barber,2021,60+,1
Everett-Barker,2021,18-25,1
Everett-Bernard,2020,60+,1
Everett-Bond,2022,60+,3
Everett-Bryant,2021,46-60,1
Everett-Burke,2022,12-17,1
Everett-Christian,2020,18-25,1
Everett-Clements,2021,60+,1
Everett-Crane,2020,60+,1
Everett-Cruz,2020,26-35,1
Everett-Daniels,2021,60+,1
Everett-Duran,2020,36-45,1
Everett-Elliott,2021,60+,2
Everett-Franco,2020,26-35,1
Everett-Gay,2020,60+,1
Everett-Gill,2020,60+,1
Everett-Gill,2022,26-35,1
Everett-Hayes,2021,46-60,1
Everett-Hill,2020,60+,1
Everett-Hood,2021,60+,1
Everett-Hughes,2020,46-60,1
Everett-Ingram,2022,60+,1
Everett-Leonard,2022,60+,1
Everett-Mcbride,2021,60+,1
Everett-Mckee,2020,60+,1
Everett-Melton,2020,12-17,1
Everett-Montes,2021,36-45,1
Everett-Morris,2020,36-45,1
Everett-Myers,2020,26-35,1
Everett-Nelson,2021,60+,1
Everett-Nunez,2021,60+,1
Everett-Parks,2022,60+,2
Everett-Quinn,2020,60+,1
Everett-Rogers,2020,60+,1
Everett-Ross,2022,36-45,1
Everett-Short,2020,12-17,1
Ewing Bautista and Erickson,2020,60+,1
Ewing Bradshaw and Fisher,2020,12-17,1
Ewing Cochran and Simmons,2021,60+,1
Ewing Cooper and Fisher,2020,36-45,1
Ewing Cooper and Riley,2022,60+,1
Ewing Estrada and Hopkins,2020,60+,1
Ewing Garner and Sanchez,2021,46-60,1
Ewing Group,2021,36-45,1
Ewing Group,2022,60+,2
Ewing Harrington and Allison,2020,26-35,1
Ewing Hawkins and Turner,2022,46-60,1
Ewing Hunt and Young,2020,46-60,1
Ewing Inc,2020,60+,3
Ewing Inc,2021,60+,2
Ewing Joyce and Holmes,2021,12-17,1
Ewing Kirby and Bass,2020,18-25,1
Ewing Kline and Watkins,2020,60+,1
Ewing LLC,2021,60+,4
Ewing LLC,2022,60+,1
Ewing Lara and Walker,2022,36-45,1
Ewing Li and Shepherd,2022,26-35,1
Ewing Ltd,2020,60+,2
Ewing Ltd,2021,60+,1
Ewing Ltd,2022,36-45,1
Ewing Lynn and Freeman,2020,60+,1
Ewing Macias and Curtis,2021,60+,1
Ewing Marquez and Patel,2020,60+,1
Ewing Mercado and Chang,2021,18-25,1
Ewing Miranda and Copeland,2020,36-45,1
Ewing Moody and Cameron,2022,18-25,1
Ewing PLC,2021,60+,1
Ewing PLC,2022,12-17,1
Ewing Patrick and Mcknight,2021,60+,1
Ewing Pearson and Valenzuela,2022,60+,1
Ewing Roberson and Erickson,2020,60+,1
Ewing Rosario and Gould,2022,26-35,1
Ewing Scott and Ross,2021,18-25,1
Ewing Sloan and Miller,2020,12-17,1
Ewing Snow and Reilly,2020,60+,1
Ewing Stein and Holder,2022,60+,1
Ewing Tate and Ashley,2022,18-25,1
Ewing Wiggins and Jensen,2021,60+,1
Ewing Woodward and Stephens,2021,60+,1
Ewing and Sons,2020,60+,1
Ewing and Sons,2021,26-35,1
Ewing and Sons,2022,60+,2
Ewing-Arellano,2022,46-60,1
Ewing-Carson,2021,60+,1
Ewing-David,2021,60+,1
Ewing-French,2020,60+,1
Ewing-Galloway,2021,46-60,1
Ewing-Hayden,2021,60+,1
Ewing-Holloway,2021,60+,1
Ewing-Humphrey,2020,12-17,1
Ewing-Kline,2020,46-60,1
Ewing-Lawson,2021,26-35,1
Ewing-Mays,2020,60+,1
Ewing-Mendoza,2021,26-35,1
Ewing-Mooney,2020,12-17,1
Ewing-Morales,2020,12-17,1
Ewing-Morrow,2020,36-45,1
Ewing-Patel,2022,60+,1
Ewing-Pollard,2020,60+,1
Ewing-Santos,2022,60+,1
Ewing-Torres,2020,60+,1
Ewing-Walls,2021,60+,1
Farley Barron and Bailey,2021,60+,1
Farley Brady and Dominguez,2022,18-25,1
Farley Buckley and Quinn,2021,12-17,1
Farley Christian and Walters,2021,60+,1
Farley Clements and Calderon,2021,60+,1
Farley Conrad and Hendricks,2021,46-60,1
Farley Delacruz and Kelley,2021,60+,1
Farley Espinoza and Wu,2020,60+,1
Farley Ewing and Hutchinson,2021,46-60,1
Farley Fox and Terry,2020,60+,1
Farley Fuller and Stokes,2020,46-60,1
Farley Garrett and Zamora,2021,46-60,1
Farley Glenn and Leonard,2021,60+,1
Farley Group,2020,60+,2
Farley Group,2021,26-35,1
Farley Group,2022,18-25,1
Farley Haas and Browning,2022,60+,1
Farley Hardy and Calhoun,2022,36-45,1
Farley Horne and Collins,2022,60+,1
Farley Howard and Tyler,2020,12-17,1
Farley Inc,2020,26-35,1
Farley Inc,2021,18-25,2
Farley Jordan and Kidd,2021,12-17,1
Farley LLC,2020,12-17,2
Farley LLC,2021,36-45,1
Farley LLC,2022,36-45,1
Farley Larson and Huffman,2022,12-17,1
Farley Leonard and York,2022,46-60,1
Farley Levy and Patel,2022,12-17,1
Farley Lindsey and Stout,2021,46-60,1
Farley Ltd,2020,60+,1
Farley Ltd,2021,60+,1
Farley Mann and Downs,2021,60+,1
Farley Martin and Shepherd,2020,60+,1
Farley Moody and Wheeler,2020,60+,1
Farley Myers and Hood,2022,26-35,1
Farley Ortiz and Lloyd,2021,12-17,1
Farley Osborne and Barr,2021,60+,1
Farley PLC,2020,26-35,1
Farley PLC,2021,26-35,1
Farley Pennington and Prince,2020,60+,1
Farley Rhodes and Sanford,2021,12-17,1
Farley Rollins and Shepherd,2021,36-45,1
Farley Taylor and Vargas,2021,60+,1
Farley Wagner and Phelps,2020,60+,1
Farley Weiss and Pham,2020,36-45,1
Farley Wilson and Liu,2022,60+,1
Farley and Sons,2020,36-45,1
Farley and Sons,2021,60+,2
Farley-Alexander,2021,26-35,1
Farley-Calderon,2020,60+,1
Farley-Cantu,2021,60+,2
Farley-Cross,2021,46-60,1
Farley-Espinoza,2020,60+,1
Farley-Foley,2020,60+,1
Farley-Ford,2021,60+,1
Farley-Frey,2021,18-25,1
Farley-Garza,2020,46-60,1
Farley-George,2021,36-45,1
Farley-Gillespie,2022,26-35,1
Farley-Goodman,2021,60+,2
Farley-Gregory,2020,26-35,1
Farley-Haas,2020,60+,1
Farley-Hicks,2020,60+,1
Farley-Hobbs,2021,60+,1
Farley-Hudson,2022,26-35,1
Farley-Hurst,2020,60+,1
Farley-Jenkins,2022,60+,1
Farley-Kerr,2021,18-25,1
Farley-Lawrence,2021,60+,1
Farley-Lawson,2020,46-60,1
Farley-Lin,2020,18-25,1
Farley-Marquez,2021,60+,1
Farley-Mccarty,2021,36-45,1
Farley-Meadows,2021,60+,1
Farley-Monroe,2021,60+,1
Farley-Patel,2020,60+,1
Farley-Petty,2021,60+,1
Farley-Ruiz,2021,36-45,1
Farley-Sampson,2020,36-45,1
Farley-Santos,2022,12-17,1
Farley-Spears,2021,26-35,1
Farley-Spence,2020,60+,1
Farley-Thornton,2021,60+,1
Farley-Winters,2021,60+,1
Farmer Cook and Merritt,2022,26-35,1
Farmer Cowan and Khan,2022,60+,1
Farmer Delacruz and Mercer,2020,60+,1
Farmer Forbes and Graves,2022,60+,2
Farmer Franco and Watson,2021,26-35,1
Farmer Gallegos and Mathews,2021,18-25,1
Farmer Gilbert and Foster,2020,60+,1
Farmer Glass and Phillips,2020,18-25,1
Farmer Gonzalez and Mayo,2020,46-60,1
Farmer Group,2021,60+,4
Farmer Group,2022,12-17,1
Farmer Harding and York,2020,60+,1
Farmer Harrington and Diaz,2021,36-45,1
Farmer Houston and Mccarty,2021,36-45,1
Farmer Huber and Leon,2021,60+,1
Farmer Huerta and Bennett,2020,60+,1
Farmer Inc,2021,26-35,1
Farmer Jennings and Garner,2021,60+,1
Farmer LLC,2020,46-60,1
Farmer LLC,2022,46-60,1
Farmer Ltd,2020,60+,1
Farmer Ltd,2021,12-17,2
Farmer Ltd,2022,36-45,2
Farmer Mahoney and Benitez,2021,60+,1
Farmer Molina and Vance,2022,60+,1
Farmer Moody and Wall,2022,60+,1
Farmer Nixon and Morse,2020,46-60,1
Farmer Orr and Washington,2021,60+,1
Farmer PLC,2020,60+,4
Farmer PLC,2021,60+,2
Farmer Park and Grant,2022,26-35,1
Farmer Russell and Kaufman,2020,18-25,1
Farmer Singh and Logan,2020,46-60,1
Farmer Woods and Mosley,2022,60+,1
Farmer York and Daugherty,2021,26-35,1
Farmer and Sons,2020,60+,3
Farmer and Sons,2021,60+,1
Farmer-Atkins,2021,60+,1
Farmer-Ayala,2020,26-35,1
Farmer-Bishop,2021,36-45,1
Farmer-Braun,2020,36-45,1
Farmer-Carroll,2021,12-17,1
Farmer-Charles,2020,18-25,1
Farmer-Dillon,2020,36-45,1
Farmer-Ewing,2020,60+,1
Farmer-Fernandez,2020,60+,1
Farmer-Frazier,2021,60+,1
Farmer-Gallegos,2020,60+,1
Farmer-Guzman,2020,60+,1
Farmer-Hickman,2020,60+,1
Farmer-Howe,2020,60+,1
Farmer-Khan,2020,60+,1
Farmer-Larson,2021,60+,1
Farmer-Logan,2020,60+,1
Farmer-Mosley,2020,60+,1
Farmer-Murray,2020,18-25,1
Farmer-Noble,2021,26-35,1
Farmer-Odom,2022,18-25,1
Farmer-Parrish,2020,36-45,1
Farmer-Pierce,2020,60+,1
Farmer-Richard,2020,60+,1
Farmer-Rios,2021,26-35,1
Farmer-Shepherd,2022,18-25,1
Farmer-Short,2020,60+,1
Farmer-Stevenson,2021,60+,1
Farmer-Underwood,2021,60+,1
Farmer-Washington,2020,18-25,1
Farmer-Yang,2020,60+,1
Farrell Allen and Frazier,2020,60+,1
Farrell Buchanan and Hampton,2020,18-25,1
Farrell Davidson and Estrada,2021,60+,1
Farrell Gallegos and Kelly,2021,60+,1
Farrell Glover and Harrington,2020,60+,1
Farrell Golden and Franklin,2021,26-35,1
Farrell Gregory and Crane,2021,46-60,1
Farrell Group,2020,60+,1
Farrell Group,2021,60+,3
Farrell Hickman and Duarte,2021,46-60,1
Farrell Hodge and Oconnor,2021,36-45,1
Farrell Inc,2020,46-60,2
Farrell Inc,2022,60+,1
Farrell Kidd and Bolton,2022,60+,1
Farrell Knox and Brennan,2022,60+,1
Farrell LLC,2020,60+,1
Farrell LLC,2021,60+,1
Farrell LLC,2022,46-60,1
Farrell Lopez and Howard,2020,18-25,1
Farrell Ltd,2020,60+,1
Farrell Ltd,2021,46-60,1
Farrell Mayo and Weiss,2020,18-25,1
Farrell Mccann and Castaneda,2022,60+,1
Farrell Mclean and Arias,2022,12-17,1
Farrell Mclean and Wilcox,2020,60+,1
Farrell Montgomery and Martinez,2022,60+,1
Farrell Odom and Ramsey,2020,46-60,1
Farrell Ortega and Mills,2020,60+,1
Farrell PLC,2020,12-17,1
Farrell PLC,2021,60+,2
Farrell Richmond and Blanchard,2021,46-60,1
Farrell Russell and Dalton,2020,26-35,1
Farrell Sellers and Foster,2022,60+,3
Farrell Skinner and Figueroa,2022,60+,1
Farrell Spears and Serrano,2020,60+,1
Farrell Stephenson and Marquez,2021,36-45,1
Farrell Stevens and Cantrell,2020,60+,1
Farrell Sutton and Weber,2020,60+,1
Farrell and Sons,2020,60+,3
Farrell and Sons,2021,60+,3
Farrell and Sons,2022,60+,2
Farrell-Andrade,2020,60+,1
Farrell-Branch,2021,18-25,1
Farrell-Castro,2020,46-60,1
Farrell-Chambers,2020,46-60,1
Farrell-Chapman,2021,60+,1
Farrell-Christian,2021,60+,1
Farrell-Clements,2021,60+,1
Farrell-Conner,2022,60+,1
Farrell-Curry,2021,60+,1
Farrell-Curtis,2020,60+,1
Farrell-Farmer,2020,60+,1
Farrell-Ferguson,2021,18-25,1
Farrell-Fritz,2021,60+,2
Farrell-Fry,2022,60+,1
Farrell-Gray,2020,46-60,1
Farrell-Hanna,2021,46-60,1
Farrell-Holloway,2020,18-25,1
Farrell-Key,2021,60+,1
Farrell-Lowe,2020,46-60,1
Farrell-Maddox,2020,60+,1
Farrell-Mahoney,2021,46-60,1
Farrell-Mccarthy,2022,46-60,1
Farrell-Miranda,2020,60+,1
Farrell-Pruitt,2020,18-25,1
Farrell-Richmond,2020,60+,1
Farrell-Sutton,2022,60+,1
Farrell-Velasquez,2020,46-60,1
Farrell-Villegas,2021,46-60,1
Faulkner Ashley and Santiago,2021,60+,1
Faulkner Bass and Morse,2021,60+,1
Faulkner Berry and Wallace,2021,60+,1
Faulkner Brooks and Fuller,2020,46-60,1
Faulkner Cordova and Finley,2021,60+,1
Faulkner Crawford and Davenport,2021,36-45,1
Faulkner Curry and Luna,2020,60+,1
Faulkner Estes and Werner,2021,60+,1
Faulkner Farrell and Velasquez,2021,60+,1
Faulkner Foley and Villa,2020,60+,3
Faulkner Gamble and Barry,2022,12-17,1
Faulkner Garcia and Bonilla,2020,60+,1
Faulkner Group,2021,36-45,1
Faulkner Group,2022,18-25,1
Faulkner Harper and Maddox,2021,46-60,1
Faulkner Harrison and Conner,2020,60+,1
Faulkner Henry and Cordova,2020,60+,1
Faulkner Herrera and Charles,2021,60+,1
Faulkner Holden and Chen,2020,46-60,1
Faulkner Howell and Pacheco,2020,26-35,1
Faulkner Huber and Sanders,2021,60+,1
Faulkner Hunter and Ellison,2020,60+,1
Faulkner Hunter and Horton,2021,60+,1
Faulkner Hurst and Rosales,2020,60+,1
Faulkner Inc,2020,26-35,1
Faulkner Inc,2022,60+,1
Faulkner LLC,2020,12-17,1
Faulkner LLC,2021,60+,2
Faulkner Lawson and Bridges,2020,60+,1
Faulkner Levy and Thornton,2020,18-25,1
Faulkner Ltd,2020,18-25,2
Faulkner Ltd,2021,18-25,1
Faulkner Ltd,2022,60+,1
Faulkner Mccullough and Schroeder,2022,46-60,1
Faulkner Mercado and Rojas,2020,36-45,1
Faulkner Monroe and Mcclain,2021,60+,1
Faulkner Montgomery and Campbell,2020,60+,1
Faulkner Norris and Graves,2021,60+,1
Faulkner Oliver and Newman,2020,60+,1
Faulkner Orr and Norman,2021,18-25,1
Faulkner PLC,2021,46-60,1
Faulkner PLC,2022,60+,3
Faulkner Pacheco and Valentine,2020,60+,1
Faulkner Richmond and Hickman,2022,26-35,1
Faulkner Rivas and Hughes,2021,60+,1
Faulkner Roberts and Burns,2020,60+,1
Faulkner Ryan and Gilbert,2020,60+,1
Faulkner Ryan and Underwood,2022,60+,1
Faulkner Schmidt and Crane,2021,26-35,1
Faulkner Solis and Frye,2020,60+,2
Faulkner Stanton and Shah,2021,60+,1
Faulkner Tate and Beltran,2022,26-35,1
Faulkner Thornton and Patel,2022,60+,1
Faulkner Villa and Cantrell,2021,12-17,1
Faulkner Watts and Yoder,2021,46-60,1
Faulkner Weeks and Rose,2020,18-25,1
Faulkner Zimmerman and Curtis,2021,36-45,1
Faulkner and Sons,2020,26-35,1
Faulkner and Sons,2021,60+,2
Faulkner-Adkins,2021,18-25,1
Faulkner-Blankenship,2022,60+,1
Faulkner-Bryant,2021,26-35,1
Faulkner-Campos,2020,60+,2
Faulkner-Casey,2021,46-60,1
Faulkner-Chang,2021,60+,1
Faulkner-Cooley,2020,18-25,1
Faulkner-Donovan,2021,60+,1
Faulkner-Freeman,2020,60+,1
Faulkner-Gaines,2020,60+,1
Faulkner-Garrett,2020,60+,1
Faulkner-Gomez,2020,26-35,1
Faulkner-Harding,2021,60+,1
Faulkner-Hernandez,2021,46-60,1
Faulkner-Hoover,2020,26-35,1
Faulkner-Jennings,2021,60+,1
Faulkner-Lara,2022,60+,1
Faulkner-Norris,2020,46-60,1
Faulkner-Park,2020,60+,1
Faulkner-Patel,2022,12-17,1
Faulkner-Patrick,2020,60+,1
Faulkner-Pham,2021,26-35,1
Faulkner-Sampson,2020,60+,1
Faulkner-Sheppard,2020,60+,1
Faulkner-Snow,2020,60+,1
Faulkner-Sullivan,2020,46-60,1
Faulkner-Vasquez,2021,60+,1
Faulkner-Vaughan,2020,12-17,1
Faulkner-Wolfe,2020,60+,3
Ferguson Best and Mercer,2021,60+,1
Ferguson Bishop and Hahn,2021,18-25,1
Ferguson Bond and Ayers,2021,60+,1
Ferguson Bruce and Snyder,2020,60+,1
Ferguson Buchanan and Hudson,2020,46-60,1
Ferguson Carlson and Melendez,2020,60+,1
Ferguson Chan and Owen,2020,60+,1
Ferguson Cherry and Hampton,2020,60+,1
Ferguson Clay and Young,2021,46-60,1
Ferguson Doyle and Atkinson,2021,46-60,1
Ferguson Dunn and Casey,2020,18-25,1
Ferguson Esparza and Petersen,2020,60+,1
Ferguson Farmer and Carroll,2020,60+,1
Ferguson Flynn and Escobar,2021,60+,1
Ferguson Glover and Owen,2020,12-17,1
Ferguson Gregory and Huang,2021,46-60,1
Ferguson Griffin and Meadows,2020,60+,1
Ferguson Group,2020,60+,1
Ferguson Group,2021,46-60,1
Ferguson Group,2022,60+,2
Ferguson Inc,2020,60+,3
Ferguson Inc,2021,60+,2
Ferguson Inc,2022,60+,1
Ferguson Jimenez and George,2021,60+,1
Ferguson LLC,2020,26-35,1
Ferguson LLC,2021,60+,1
Ferguson LLC,2022,60+,2
Ferguson Lloyd and Durham,2020,18-25,1
Ferguson Ltd,2020,60+,3
Ferguson Ltd,2021,60+,1
Ferguson Ltd,2022,60+,1
Ferguson Mays and Schmidt,2021,12-17,1
Ferguson Mcdowell and Gay,2020,60+,1
Ferguson Mcintyre and Eaton,2021,46-60,1
Ferguson Mcmahon and Ewing,2020,60+,1
Ferguson Melton and Potter,2020,36-45,1
Ferguson Mitchell and Williamson,2021,60+,1
Ferguson Moody and Rogers,2021,60+,1
Ferguson Mora and Graves,2021,18-25,1
Ferguson PLC,2020,46-60,1
Ferguson PLC,2021,60+,3
Ferguson Patrick and Case,2020,36-45,1
Ferguson Pope and Chung,2020,26-35,1
Ferguson Roth and Mora,2022,60+,1
Ferguson Rubio and Dunn,2020,36-45,1
Ferguson Todd and Stewart,2022,46-60,1
Ferguson Wade and Long,2021,26-35,1
Ferguson and Sons,2020,36-45,1
Ferguson-Atkinson,2021,46-60,1
Ferguson-Bird,2021,18-25,1
Ferguson-Blake,2021,60+,1
Ferguson-Bolton,2021,60+,2
Ferguson-Bradley,2021,46-60,1
Ferguson-Cabrera,2021,12-17,1
Ferguson-Chaney,2021,60+,1
Ferguson-Cook,2020,60+,1
Ferguson-Duffy,2021,26-35,1
Ferguson-Espinoza,2020,60+,1
Ferguson-Faulkner,2020,60+,1
Ferguson-French,2021,46-60,1
Ferguson-Keith,2020,18-25,1
Ferguson-Knight,2020,26-35,1
Ferguson-Lawrence,2021,26-35,1
Ferguson-Liu,2021,60+,1
Ferguson-Lyons,2021,46-60,1
Ferguson-Malone,2020,36-45,1
Ferguson-Manning,2020,18-25,1
Ferguson-Matthews,2022,12-17,1
Ferguson-Olsen,2022,46-60,1
Ferguson-Orr,2021,18-25,1
Ferguson-Ortiz,2021,46-60,1
Ferguson-Peck,2020,36-45,1
Ferguson-Rush,2022,46-60,1
Ferguson-Russo,2020,60+,1
Ferguson-Sanford,2020,26-35,1
Ferguson-Snyder,2021,36-45,1
Ferguson-Stout,2020,26-35,1
Ferguson-Stuart,2022,60+,1
Ferguson-Walton,2021,36-45,1
Ferguson-Whitney,2021,18-25,1
Fernandez Bartlett and Fuller,2022,46-60,1
Fernandez Burgess and Pollard,2021,60+,1
Fernandez Group,2021,60+,3
Fernandez Hernandez and Mclean,2020,60+,1
Fernandez Houston and Rasmussen,2020,12-17,1
Fernandez Hubbard and Mckenzie,2021,60+,1
Fernandez Inc,2021,18-25,1
Fernandez Inc,2022,46-60,1
Fernandez Kline and Vasquez,2020,60+,1
Fernandez LLC,2020,46-60,1
Fernandez LLC,2021,46-60,2
Fernandez LLC,2022,60+,2
Fernandez Ltd,2020,46-60,1
Fernandez Ltd,2021,46-60,1
Fernandez Mata and Cunningham,2021,26-35,1
Fernandez Montgomery and Newman,2020,60+,1
Fernandez Oneill and Aguirre,2021,26-35,1
Fernandez PLC,2020,60+,2
Fernandez PLC,2021,60+,4
Fernandez Palmer and Hines,2022,60+,1
Fernandez Pearson and Lynch,2021,18-25,1
Fernandez Rhodes and Hampton,2022,46-60,2
Fernandez Robles and Santana,2021,26-35,1
Fernandez Roth and Jacobson,2021,26-35,1
Fernandez Vargas and Erickson,2020,60+,1
Fernandez Velasquez and Garrison,2021,60+,1
Fernandez Villarreal and Valenzuela,2020,46-60,1
Fernandez Walters and Shaw,2021,18-25,1
Fernandez Williamson and Benitez,2020,60+,1
Fernandez Woods and Barry,2022,60+,1
Fernandez and Sons,2020,60+,2
Fernandez and Sons,2021,60+,1
Fernandez and Sons,2022,36-45,1
Fernandez-Bates,2022,60+,1
Fernandez-Beard,2020,26-35,1
Fernandez-Bell,2021,60+,1
Fernandez-Blanchard,2021,60+,1
Fernandez-Bray,2021,60+,1
Fernandez-Burch,2021,60+,1
Fernandez-Chaney,2020,60+,1
Fernandez-Cook,2021,60+,1
Fernandez-Davies,2020,46-60,1
Fernandez-Duffy,2022,60+,1
Fernandez-Friedman,2020,60+,1
Fernandez-Fuller,2020,60+,1
Fernandez-Gamble,2021,60+,1
Fernandez-Glass,2021,18-25,1
Fernandez-Haynes,2021,60+,1
Fernandez-Knight,2021,26-35,1
Fernandez-Knox,2020,18-25,1
Fernandez-Landry,2020,12-17,1
Fernandez-Maldonado,2021,60+,1
Fernandez-Manning,2020,12-17,1
Fernandez-Mayo,2022,60+,1
Fernandez-Medina,2020,60+,1
Fernandez-Newton,2021,60+,1
Fernandez-Patrick,2021,36-45,1
Fernandez-Rivera,2020,60+,1
Fernandez-Steele,2021,26-35,1
Fernandez-Sutton,2022,26-35,1
Fernandez-Walker,2020,36-45,1
Fernandez-Woods,2021,60+,1
Ferrell Arnold and Yu,2021,60+,1
Ferrell Ashley and Weeks,2022,18-25,1
Ferrell Ballard and Powers,2021,60+,1
Ferrell Barr and Farrell,2020,36-45,1
Ferrell Bradshaw and Schmitt,2020,60+,1
Ferrell Bryant and Ramirez,2021,18-25,1
Ferrell Cantu and Blackburn,2021,36-45,1
Ferrell Carey and Booker,2022,36-45,1
Ferrell Gross and Mann,2021,60+,1
Ferrell Group,2020,60+,3
Ferrell Group,2021,60+,2
Ferrell Guzman and King,2021,36-45,1
Ferrell Humphrey and Leblanc,2020,46-60,1
Ferrell Inc,2020,18-25,1
